[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/f545a_micromark_dev_lib_2a08bc19._.js → 200 (363ms, 131189B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/5a5ae_yaml_browser_bbdbeeb7._.js → 200 (386ms, 480943B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/0e2d1_react-icons_ri_index_mjs_17f89a80._.js → pending (?ms, ?B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/0e2d1_react-icons_lib_1c799a63._.js → 200 (363ms, 10201B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/8dfe4_motion-dom_dist_es_b7a269f8._.js → 200 (386ms, 329198B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/65438_framer-motion_dist_es_1cc8c47b._.js → 200 (422ms, 695461B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/3b792_%40radix-ui_react-select_dist_index_mjs_c5d5884b._.js → 200 (386ms, 142070B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/node_modules__pnpm_26bdf0df._.js → pending (?ms, ?B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_(landing)_layout_tsx_7185812b._.js → 200 (421ms, 1432B)
[2026-03-29T16:23:09.761Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=128&q=75 → 304 (141ms, ?B)
[2026-03-29T16:23:09.761Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=1080&q=75 → 304 (371ms, ?B)
[2026-03-29T16:23:09.824Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (318ms, 15433B)
[2026-03-29T16:23:09.825Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_7c97ff8e._.js → 200 (318ms, 288B)
[2026-03-29T16:23:10.279Z] GET http://localhost:3000/api/auth/get-session → 200 (44ms, 4B)
[2026-03-29T16:23:10.321Z] POST http://localhost:3000/api/config/get-configs → 200 (2ms, 214B)
[2026-03-29T16:23:10.321Z] GET http://localhost:3000/_next/static/chunks/8ac24_lucide-react_dist_esm_icons_index_0219259b.js → 200 (3ms, 1195710B)
[2026-03-29T16:23:10.321Z] GET http://localhost:3000/_next/static/chunks/8ac24_lucide-react_dist_esm_icons_188f0f1e._.js → 200 (29ms, 2892058B)
[2026-03-29T16:23:10.321Z] GET http://localhost:3000/_next/static/chunks/8ac24_lucide-react_dist_esm_lucide-react_7cdddfe5.js → 200 (3ms, 2384448B)
[2026-03-29T16:23:10.321Z] GET http://localhost:3000/_next/static/chunks/8ac24_lucide-react_dist_esm_lucide-react_98a3648a.js → 200 (3ms, 4353B)
[2026-03-29T16:23:10.321Z] GET http://localhost:3000/_next/static/chunks/8ac24_lucide-react_dist_esm_lucide-react_10c20a0f.js → 200 (2ms, 488B)
[2026-03-29T16:23:12.280Z] GET http://localhost:3000/api/auth/get-session → 200 (10ms, 4B)
[2026-03-29T16:23:30.132Z] GET http://localhost:3000/settings/bot → 307 (8ms, ?B)
[2026-03-29T16:23:30.140Z] GET http://localhost:3000/sign-in?callbackUrl=%2Fsettings%2Fbot → pending (?ms, ?B)
[2026-03-29T16:23:30.290Z] GET http://localhost:3000/_next/static/media/248e1dc0efc99276-s.p.8a6b2436.woff2 → 200 (?ms, ?B)
[2026-03-29T16:23:30.290Z] GET http://localhost:3000/_next/static/media/70bc3e132a0a741e-s.p.15008bfb.woff2 → 200 (?ms, ?B)
